"","Site","Depth","Replicate.No.","Family","Species","abundance","Site.name","reef.type"
"1148","MBI",10,2,"BUT","LUN",2,"Maabaidhoo inside","inside"
"1149","MBI",10,2,"BUT","PHA",1,"Maabaidhoo inside","inside"
"1150","MBI",10,2,"BUT","TFT",6,"Maabaidhoo inside","inside"
"1151","MBI",10,2,"BUT","TRI",1,"Maabaidhoo inside","inside"
"1152","MBI",10,2,"BUT","XAN",2,"Maabaidhoo inside","inside"
"1153","MBI",10,2,"EMP","XAN",1,"Maabaidhoo inside","inside"
"1154","MBI",10,2,"GRO","ARG",1,"Maabaidhoo inside","inside"
"1155","MBI",10,2,"GRO","LEO",4,"Maabaidhoo inside","inside"
"1156","MBI",10,2,"GRO","ROG",1,"Maabaidhoo inside","inside"
"1157","MBI",10,2,"PAR","2 COLOUR",1,"Maabaidhoo inside","inside"
"1158","MBI",10,2,"PAR","DUSKY",2,"Maabaidhoo inside","inside"
"1159","MBI",10,2,"PAR","SORDID",15,"Maabaidhoo inside","inside"
"1160","MBI",10,2,"RAB","SGR",2,"Maabaidhoo inside","inside"
"1161","MBI",10,2,"TRIG","STR",6,"Maabaidhoo inside","inside"
"1162","MBO",10,1,"BUT","GUT",10,"Maabaidhoo outside","outside"
"1163","MBO",10,1,"BUT","PYR",5,"Maabaidhoo outside","outside"
"1164","MBO",10,1,"GRO","ARG",5,"Maabaidhoo outside","outside"
"1165","MBO",10,1,"GRO","LEO",1,"Maabaidhoo outside","outside"
"1166","MBO",10,1,"GRO","MAC",1,"Maabaidhoo outside","outside"
"1167","MBO",10,1,"GRO","MIN",1,"Maabaidhoo outside","outside"
"1168","MBO",10,1,"GRO","MN",1,"Maabaidhoo outside","outside"
"1169","MBO",10,1,"GRO","ROG",2,"Maabaidhoo outside","outside"
"1170","MBO",10,1,"GRO","SEX",2,"Maabaidhoo outside","outside"
"1171","MBO",10,1,"GRO","SPIL",4,"Maabaidhoo outside","outside"
"1172","MBO",10,1,"PAR","3 COLOUR",2,"Maabaidhoo outside","outside"
"1173","MBO",10,1,"PAR","DUSKY",52,"Maabaidhoo outside","outside"
"1174","MBO",10,1,"PAR","SORDID",11,"Maabaidhoo outside","outside"
"1175","MBO",10,1,"RAB","SGR",1,"Maabaidhoo outside","outside"
"1176","MBO",10,1,"SNAP","FUR",2,"Maabaidhoo outside","outside"
"1177","MBO",10,1,"SNAP","IND2 ",2,"Maabaidhoo outside","outside"
"1178","MBO",10,1,"SNAP","MAD",1,"Maabaidhoo outside","outside"
"1179","MBO",10,1,"T&J","MEL",2,"Maabaidhoo outside","outside"
"1180","MBO",10,1,"TRIG","CLN",1,"Maabaidhoo outside","outside"
"1181","MBO",10,1,"TRIG","IND",11,"Maabaidhoo outside","outside"
"1182","MBO",10,1,"TRIG","STR",10,"Maabaidhoo outside","outside"
"1183","MBO",10,1,"TRIG","SUFF",2,"Maabaidhoo outside","outside"
"1184","MBO",10,2,"BUT","AUR",1,"Maabaidhoo outside","outside"
"1185","MBO",10,2,"BUT","GUT",8,"Maabaidhoo outside","outside"
"1186","MBO",10,2,"BUT","LN",1,"Maabaidhoo outside","outside"
"1187","MBO",10,2,"BUT","LUN",1,"Maabaidhoo outside","outside"
"1188","MBO",10,2,"BUT","MEY",3,"Maabaidhoo outside","outside"
"1189","MBO",10,2,"BUT","XAN",1,"Maabaidhoo outside","outside"
"1190","MBO",10,2,"GRO","ALBO",1,"Maabaidhoo outside","outside"
"1191","MBO",10,2,"GRO","ARG",5,"Maabaidhoo outside","outside"
"1192","MBO",10,2,"GRO","MER",1,"Maabaidhoo outside","outside"
"1193","MBO",10,2,"GRO","MIN",1,"Maabaidhoo outside","outside"
"1194","MBO",10,2,"GRO","ROG",1,"Maabaidhoo outside","outside"
"1195","MBO",10,2,"GRO","SEX",1,"Maabaidhoo outside","outside"
"1196","MBO",10,2,"GRO","SPIL",9,"Maabaidhoo outside","outside"
"1197","MBO",10,2,"PAR","DUSKY",4,"Maabaidhoo outside","outside"
"1198","MBO",10,2,"PAR","SORDID",25,"Maabaidhoo outside","outside"
"1199","MBO",10,2,"RAB","STR",2,"Maabaidhoo outside","outside"
"1200","MBO",10,2,"SNAP","FUR",1,"Maabaidhoo outside","outside"
"1201","MBO",10,2,"SNAP","GIB",2,"Maabaidhoo outside","outside"
"1202","MBO",10,2,"SNAP","IND2",1,"Maabaidhoo outside","outside"
"1203","MBO",10,2,"SNAP","RED",1,"Maabaidhoo outside","outside"
"1204","MBO",10,2,"T&J","MACA",1,"Maabaidhoo outside","outside"
"1205","MBO",10,2,"TRIG","IND",52,"Maabaidhoo outside","outside"
"1206","MBO",10,2,"TRIG","STR",13,"Maabaidhoo outside","outside"
"1207","MBO",10,2,"TRIG","SUFB",2,"Maabaidhoo outside","outside"
"1208","MBO",15,1,"BUT","GUT",15,"Maabaidhoo outside","outside"
"1209","MBO",15,1,"BUT","MEY",4,"Maabaidhoo outside","outside"
"1210","MBO",15,1,"BUT","TFT",2,"Maabaidhoo outside","outside"
"1211","MBO",15,1,"GRO","ALBO",1,"Maabaidhoo outside","outside"
"1212","MBO",15,1,"GRO","ARG",1,"Maabaidhoo outside","outside"
"1213","MBO",15,1,"GRO","LEA",1,"Maabaidhoo outside","outside"
"1214","MBO",15,1,"GRO","ROG",2,"Maabaidhoo outside","outside"
"1215","MBO",15,1,"GRO","SPIL",8,"Maabaidhoo outside","outside"
"1216","MBO",15,1,"PAR","DUSKY",4,"Maabaidhoo outside","outside"
"1217","MBO",15,1,"PAR","SORDID",9,"Maabaidhoo outside","outside"
"1218","MBO",15,1,"RAB","STR",6,"Maabaidhoo outside","outside"
"1219","MBO",15,1,"SNAP","IND2",1,"Maabaidhoo outside","outside"
"1220","MBO",15,1,"SNAP","MONO",2,"Maabaidhoo outside","outside"
"1221","MBO",15,1,"T&J","MACA",1,"Maabaidhoo outside","outside"
"1222","MBO",15,1,"T&J","MEL",6,"Maabaidhoo outside","outside"
"1223","MBO",15,1,"TRIG","IND",4,"Maabaidhoo outside","outside"
"1224","MBO",15,1,"TRIG","STR",17,"Maabaidhoo outside","outside"
"1225","MBO",15,1,"TRIG","SUFB",2,"Maabaidhoo outside","outside"
"1226","MBO",15,2,"BUT","GUT",7,"Maabaidhoo outside","outside"
"1227","MBO",15,2,"BUT","LN",1,"Maabaidhoo outside","outside"
"1228","MBO",15,2,"BUT","MEY",1,"Maabaidhoo outside","outside"
"1229","MBO",15,2,"BUT","TFT",2,"Maabaidhoo outside","outside"
"1230","MBO",15,2,"EMP","ERY",1,"Maabaidhoo outside","outside"
"1231","MBO",15,2,"GRO","ALBO",3,"Maabaidhoo outside","outside"
"1232","MBO",15,2,"GRO","ARG",8,"Maabaidhoo outside","outside"
"1233","MBO",15,2,"GRO","ROG",4,"Maabaidhoo outside","outside"
"1234","MBO",15,2,"GRO","SPIL",2,"Maabaidhoo outside","outside"
"1235","MBO",15,2,"PAR","DUSKY",9,"Maabaidhoo outside","outside"
"1236","MBO",15,2,"PAR","SORDID",10,"Maabaidhoo outside","outside"
"1237","MBO",15,2,"RAB","STR",2,"Maabaidhoo outside","outside"
"1238","MBO",15,2,"SNAP","IND2",1,"Maabaidhoo outside","outside"
"1239","MBO",15,2,"T&J","MEL",4,"Maabaidhoo outside","outside"
"1240","MBO",15,2,"TRIG","IND",4,"Maabaidhoo outside","outside"
"1241","MBO",15,2,"TRIG","STR",20,"Maabaidhoo outside","outside"
"1242","MBO",15,2,"TRIG","SUFB",4,"Maabaidhoo outside","outside"
"1243","MC",10,1,"BUT","CIT",6,"Maavah corner","channel"
"1244","MC",10,1,"BUT","GUT",2,"Maavah corner","channel"
"1245","MC",10,1,"BUT","KLE",8,"Maavah corner","channel"
"1246","MC",10,1,"BUT","TFT",2,"Maavah corner","channel"
"1247","MC",10,1,"BUT","XAN",4,"Maavah corner","channel"
"1248","MC",10,1,"EMP","MONO",17,"Maavah corner","channel"
"1249","MC",10,1,"GRO","ARE",1,"Maavah corner","channel"
"1250","MC",10,1,"GRO","ARG",1,"Maavah corner","channel"
"1251","MC",10,1,"GRO","ROG",2,"Maavah corner","channel"
"1252","MC",10,1,"GRO","SEX",1,"Maavah corner","channel"
"1253","MC",10,1,"PAR","DUSKY",1,"Maavah corner","channel"
"1254","MC",10,1,"PAR","GFACE",1,"Maavah corner","channel"
"1255","MC",10,1,"PAR","SHEEPHEAD",6,"Maavah corner","channel"
"1256","MC",10,1,"PAR","SORDID",5,"Maavah corner","channel"
"1257","MC",10,1,"RAB","STR",6,"Maavah corner","channel"
"1258","MC",10,1,"SNAP","FUR",1,"Maavah corner","channel"
"1259","MC",10,1,"SNAP","GIB",110,"Maavah corner","channel"
"1260","MC",10,1,"SNAP","MID",3,"Maavah corner","channel"
"1261","MC",10,1,"SNAP","MONO",36,"Maavah corner","channel"
"1262","MC",10,1,"SNAP","VIR",1,"Maavah corner","channel"
"1263","MC",10,1,"T&J","MEL",1,"Maavah corner","channel"
"1264","MC",10,1,"TRIG","IND",7,"Maavah corner","channel"
"1265","MC",10,1,"TRIG","STR",2,"Maavah corner","channel"
"1266","MC",10,1,"TRIG","SUFB",1,"Maavah corner","channel"
"1267","MC",10,2,"BUT","AUR",2,"Maavah corner","channel"
"1268","MC",10,2,"BUT","CIT",2,"Maavah corner","channel"
"1269","MC",10,2,"BUT","COL",13,"Maavah corner","channel"
"1270","MC",10,2,"BUT","FAL",2,"Maavah corner","channel"
"1271","MC",10,2,"BUT","GUT",4,"Maavah corner","channel"
"1272","MC",10,2,"BUT","KLE",5,"Maavah corner","channel"
"1273","MC",10,2,"BUT","LUN",5,"Maavah corner","channel"
"1274","MC",10,2,"BUT","MEY",1,"Maavah corner","channel"
"1275","MC",10,2,"BUT","TRI",1,"Maavah corner","channel"
"1276","MC",10,2,"EMP","MONO",17,"Maavah corner","channel"
"1277","MC",10,2,"GRO","ARE",1,"Maavah corner","channel"
"1278","MC",10,2,"GRO","ARG",2,"Maavah corner","channel"
"1279","MC",10,2,"GRO","ROG",1,"Maavah corner","channel"
"1280","MC",10,2,"GRO","SEX",6,"Maavah corner","channel"
"1281","MC",10,2,"PAR","3COLOR",2,"Maavah corner","channel"
"1282","MC",10,2,"PAR","L-NOSE",1,"Maavah corner","channel"
"1283","MC",10,2,"PAR","SHEEPHEAD",14,"Maavah corner","channel"
"1284","MC",10,2,"PAR","SORDID",9,"Maavah corner","channel"
"1285","MC",10,2,"SNAP","GIB",1,"Maavah corner","channel"
"1286","MC",10,2,"SNAP","MID",2,"Maavah corner","channel"
"1287","MC",10,2,"SNAP","MONO",8,"Maavah corner","channel"
"1288","MC",10,2,"SNAP","RED",1,"Maavah corner","channel"
"1289","MC",10,2,"TRIG","IND",8,"Maavah corner","channel"
"1290","MC",10,2,"TRIG","STR",5,"Maavah corner","channel"
"1291","MC",10,2,"TRIG","SUFB",1,"Maavah corner","channel"
"1292","MC",15,1,"BUT","AUR",2,"Maavah corner","channel"
"1293","MC",15,1,"BUT","GUT",3,"Maavah corner","channel"
"1294","MC",15,1,"BUT","KLE",5,"Maavah corner","channel"
"1295","MC",15,1,"BUT","LUN",2,"Maavah corner","channel"
"1296","MC",15,1,"BUT","MEL",2,"Maavah corner","channel"
"1297","MC",15,1,"BUT","MEY",5,"Maavah corner","channel"
"1298","MC",15,1,"BUT","TFT",2,"Maavah corner","channel"
"1299","MC",15,1,"EMP","MONO",37,"Maavah corner","channel"
"1300","MC",15,1,"GRO","ALBO",2,"Maavah corner","channel"
"1301","MC",15,1,"GRO","MIN",2,"Maavah corner","channel"
"1302","MC",15,1,"GRO","ROG",2,"Maavah corner","channel"
"1303","MC",15,1,"GRO","SEX",5,"Maavah corner","channel"
"1304","MC",15,1,"PAR","3COLOR",6,"Maavah corner","channel"
"1305","MC",15,1,"PAR","BARTAIL",1,"Maavah corner","channel"
"1306","MC",15,1,"PAR","SHEEPHEAD",2,"Maavah corner","channel"
"1307","MC",15,1,"PAR","SORDID",15,"Maavah corner","channel"
"1308","MC",15,1,"RAB","STR",3,"Maavah corner","channel"
"1309","MC",15,1,"SNAP","BLACK",2,"Maavah corner","channel"
"1310","MC",15,1,"SNAP","FUL",9,"Maavah corner","channel"
"1311","MC",15,1,"SNAP","FUR",1,"Maavah corner","channel"
"1312","MC",15,1,"SNAP","GIB",50,"Maavah corner","channel"
"1313","MC",15,1,"SNAP","MID",1,"Maavah corner","channel"
"1314","MC",15,1,"SNAP","RED",2,"Maavah corner","channel"
"1315","MC",15,1,"TRIG","IND",1,"Maavah corner","channel"
"1316","MC",15,2,"BUT","AUR",1,"Maavah corner","channel"
"1317","MC",15,2,"BUT","COL",9,"Maavah corner","channel"
"1318","MC",15,2,"BUT","KLE",1,"Maavah corner","channel"
"1319","MC",15,2,"BUT","LN",1,"Maavah corner","channel"
"1320","MC",15,2,"BUT","LUN",6,"Maavah corner","channel"
"1321","MC",15,2,"BUT","MEY",3,"Maavah corner","channel"
"1322","MC",15,2,"EMP","G.MIC",12,"Maavah corner","channel"
"1323","MC",15,2,"EMP","MONO",7,"Maavah corner","channel"
"1324","MC",15,2,"GRO","ALBO",1,"Maavah corner","channel"
"1325","MC",15,2,"GRO","ARG",4,"Maavah corner","channel"
"1326","MC",15,2,"GRO","MIN",2,"Maavah corner","channel"
"1327","MC",15,2,"GRO","ROG",2,"Maavah corner","channel"
"1328","MC",15,2,"GRO","SEX",1,"Maavah corner","channel"
"1329","MC",15,2,"PAR","3COLOR",8,"Maavah corner","channel"
"1330","MC",15,2,"PAR","SHEEPHEAD",6,"Maavah corner","channel"
"1331","MC",15,2,"PAR","SORDID",1,"Maavah corner","channel"
"1332","MC",15,2,"RAB","STR",1,"Maavah corner","channel"
"1333","MC",15,2,"SNAP","FUL",4,"Maavah corner","channel"
"1334","MC",15,2,"SNAP","FUR",1,"Maavah corner","channel"
"1335","MC",15,2,"SNAP","GIB",2,"Maavah corner","channel"
"1336","MC",15,2,"SNAP","MID",2,"Maavah corner","channel"
"1337","MC",15,2,"SNAP","MONO",2,"Maavah corner","channel"
"1338","MC",15,2,"SNAP","RED",2,"Maavah corner","channel"
"1339","MC",15,2,"TRIG","IND",3,"Maavah corner","channel"
"1340","MC",15,2,"TRIG","STR",1,"Maavah corner","channel"
"1341","MI",5,1,"BUT","FAL",2,"Maavah inside","inside"
"1342","MI",5,1,"BUT","TFT",2,"Maavah inside","inside"
"1343","MI",5,1,"EMP","MONO",2,"Maavah inside","inside"
"1344","MI",5,1,"GRO","ARE",7,"Maavah inside","inside"
"1345","MI",5,1,"GRO","ARG",2,"Maavah inside","inside"
"1346","MI",5,1,"GRO","LEA",1,"Maavah inside","inside"
"1347","MI",5,1,"GRO","ROG",2,"Maavah inside","inside"
"1348","MI",5,1,"GRO","SEX",1,"Maavah inside","inside"
"1349","MI",5,1,"GRO","SON",1,"Maavah inside","inside"
"1350","MI",5,1,"PAR","3COLOR",1,"Maavah inside","inside"
"1351","MI",5,1,"PAR","BLUEBAR",1,"Maavah inside","inside"
"1352","MI",5,1,"PAR","DUSKY",7,"Maavah inside","inside"
"1353","MI",5,1,"PAR","GFACE",25,"Maavah inside","inside"
"1354","MI",5,1,"PAR","SORDID",63,"Maavah inside","inside"
"1355","MI",5,1,"SNAP","BLACK",5,"Maavah inside","inside"
"1356","MI",5,1,"SNAP","RED",4,"Maavah inside","inside"
"1357","MI",5,1,"TRIG","STR",2,"Maavah inside","inside"
"1358","MI",5,2,"BUT","AUR",1,"Maavah inside","inside"
"1359","MI",5,2,"BUT","TFT",3,"Maavah inside","inside"
"1360","MI",5,2,"BUT","TRI",1,"Maavah inside","inside"
"1361","MI",5,2,"EMP","MONO",4,"Maavah inside","inside"
"1362","MI",5,2,"GRO","ARE",5,"Maavah inside","inside"
"1363","MI",5,2,"GRO","ARG",2,"Maavah inside","inside"
"1364","MI",5,2,"GRO","LEU",2,"Maavah inside","inside"
"1365","MI",5,2,"GRO","LOU",1,"Maavah inside","inside"
"1366","MI",5,2,"GRO","ROG",3,"Maavah inside","inside"
"1367","MI",5,2,"GRO","SPIL",1,"Maavah inside","inside"
"1368","MI",5,2,"PAR","3COLOR",3,"Maavah inside","inside"
"1369","MI",5,2,"PAR","DUSKY",9,"Maavah inside","inside"
"1370","MI",5,2,"PAR","FRENATUS",1,"Maavah inside","inside"
"1371","MI",5,2,"PAR","GFACE",1,"Maavah inside","inside"
"1372","MI",5,2,"PAR","SORDID",20,"Maavah inside","inside"
"1373","MI",5,2,"SNAP","BLACK",3,"Maavah inside","inside"
"1374","MI",5,2,"SNAP","GIB",5,"Maavah inside","inside"
"1375","MI",5,2,"TRIG","STR",10,"Maavah inside","inside"
"1376","MI",10,1,"BUT","FAL",4,"Maavah inside","inside"
"1377","MI",10,1,"BUT","TFT",4,"Maavah inside","inside"
"1378","MI",10,1,"BUT","TRI",1,"Maavah inside","inside"
"1379","MI",10,1,"EMP","MONO",1,"Maavah inside","inside"
"1380","MI",10,1,"GRO","ARE",5,"Maavah inside","inside"
"1381","MI",10,1,"GRO","ARG",3,"Maavah inside","inside"
"1382","MI",10,1,"GRO","LEU",2,"Maavah inside","inside"
"1383","MI",10,1,"GRO","ROG",4,"Maavah inside","inside"
"1384","MI",10,1,"PAR","2COLOR",1,"Maavah inside","inside"
"1385","MI",10,1,"PAR","DUSKY",14,"Maavah inside","inside"
"1386","MI",10,1,"PAR","FRENATUS",1,"Maavah inside","inside"
"1387","MI",10,1,"PAR","SORDID",32,"Maavah inside","inside"
"1388","MI",10,1,"SNAP","BLACK",3,"Maavah inside","inside"
"1389","MI",10,1,"SNAP","IND2",1,"Maavah inside","inside"
"1390","MI",10,1,"SNAP","MID",1,"Maavah inside","inside"
"1391","MI",10,1,"SNAP","RED",1,"Maavah inside","inside"
"1392","MI",10,1,"TRIG","STR",4,"Maavah inside","inside"
"1393","MI",10,2,"BUT","AUR",1,"Maavah inside","inside"
"1394","MI",10,2,"BUT","FAL",2,"Maavah inside","inside"
"1395","MI",10,2,"BUT","TFT",9,"Maavah inside","inside"
"1396","MI",10,2,"BUT","TRI",3,"Maavah inside","inside"
"1397","MI",10,2,"EMP","G.MIC",1,"Maavah inside","inside"
"1398","MI",10,2,"EMP","HAR",1,"Maavah inside","inside"
"1399","MI",10,2,"GRO","ARE",8,"Maavah inside","inside"
"1400","MI",10,2,"GRO","ARG",7,"Maavah inside","inside"
"1401","MI",10,2,"GRO","LEU",2,"Maavah inside","inside"
"1402","MI",10,2,"GRO","ROG",4,"Maavah inside","inside"
"1403","MI",10,2,"PAR","DUSKY",7,"Maavah inside","inside"
"1404","MI",10,2,"PAR","SORDID",25,"Maavah inside","inside"
"1405","MI",10,2,"SNAP","RED",1,"Maavah inside","inside"
