"","Site","Depth","Replicate.No.","Family","Species","abundance","Site.name","reef.type"
"1","BI",5,1,"BUT","AUR",3,"Baresdhoo inside","inside"
"2","BI",5,1,"BUT","FAL",2,"Baresdhoo inside","inside"
"3","BI",5,1,"BUT","LUN",7,"Baresdhoo inside","inside"
"4","BI",5,1,"BUT","TFT",11,"Baresdhoo inside","inside"
"5","BI",5,1,"BUT","TRI",3,"Baresdhoo inside","inside"
"6","BI",5,1,"BUT","XAN",5,"Baresdhoo inside","inside"
"7","BI",5,1,"EMP","AUR",1,"Baresdhoo inside","inside"
"8","BI",5,1,"EMP","MONO",1,"Baresdhoo inside","inside"
"9","BI",5,1,"GRO","ARG",8,"Baresdhoo inside","inside"
"10","BI",5,1,"GRO","LEO",1,"Baresdhoo inside","inside"
"11","BI",5,1,"GRO","LEU",2,"Baresdhoo inside","inside"
"12","BI",5,1,"GRO","ROG",3,"Baresdhoo inside","inside"
"13","BI",5,1,"PAR","3 COLOUR",1,"Baresdhoo inside","inside"
"14","BI",5,1,"PAR","DUSKY",10,"Baresdhoo inside","inside"
"15","BI",5,1,"PAR","SORDID",32,"Baresdhoo inside","inside"
"16","BI",5,1,"RAB","STR",24,"Baresdhoo inside","inside"
"17","BI",5,1,"SNAP","FUR",1,"Baresdhoo inside","inside"
"18","BI",5,1,"SNAP","GIB",10,"Baresdhoo inside","inside"
"19","BI",5,1,"T&J","MEL",1,"Baresdhoo inside","inside"
"20","BI",5,2,"BUT","AUR",2,"Baresdhoo inside","inside"
"21","BI",5,2,"BUT","FAL",2,"Baresdhoo inside","inside"
"22","BI",5,2,"BUT","LUN",11,"Baresdhoo inside","inside"
"23","BI",5,2,"BUT","TFT",18,"Baresdhoo inside","inside"
"24","BI",5,2,"BUT","TRI",4,"Baresdhoo inside","inside"
"25","BI",5,2,"PAR","DUSKY",11,"Baresdhoo inside","inside"
"26","BI",5,2,"PAR","SORDID",31,"Baresdhoo inside","inside"
"27","BI",5,2,"SNAP","ARG",1,"Baresdhoo inside","inside"
"28","BI",5,2,"SNAP","FUR",2,"Baresdhoo inside","inside"
"29","BI",5,2,"SNAP","RED",1,"Baresdhoo inside","inside"
"30","BI",5,2,"TRIG","STR",1,"Baresdhoo inside","inside"
"31","BI",10,1,"BUT","DECU",1,"Baresdhoo inside","inside"
"32","BI",10,1,"BUT","GUT",1,"Baresdhoo inside","inside"
"33","BI",10,1,"EMP","MONO",1,"Baresdhoo inside","inside"
"34","BI",10,1,"GRO","ARG",4,"Baresdhoo inside","inside"
"35","BI",10,1,"GRO","ROG",1,"Baresdhoo inside","inside"
"36","BI",10,1,"PAR","DUSKY",5,"Baresdhoo inside","inside"
"37","BI",10,1,"PAR","SORDID",37,"Baresdhoo inside","inside"
"38","BI",10,1,"RAB","SGR",2,"Baresdhoo inside","inside"
"39","BI",10,1,"SNAP","RED",1,"Baresdhoo inside","inside"
"40","BI",10,1,"TRIG","STR",5,"Baresdhoo inside","inside"
"41","BI",10,2,"BUT","AUR",2,"Baresdhoo inside","inside"
"42","BI",10,2,"BUT","GUT",2,"Baresdhoo inside","inside"
"43","BI",10,2,"BUT","XAN",1,"Baresdhoo inside","inside"
"44","BI",10,2,"EMP","OBS",35,"Baresdhoo inside","inside"
"45","BI",10,2,"GRO","ARG",2,"Baresdhoo inside","inside"
"46","BI",10,2,"GRO","BOE",1,"Baresdhoo inside","inside"
"47","BI",10,2,"GRO","SEX",1,"Baresdhoo inside","inside"
"48","BI",10,2,"PAR","2 COLOUR",1,"Baresdhoo inside","inside"
"49","BI",10,2,"PAR","BLUEBAR",2,"Baresdhoo inside","inside"
"50","BI",10,2,"PAR","DUSKY",3,"Baresdhoo inside","inside"
"51","BI",10,2,"PAR","SORDID",20,"Baresdhoo inside","inside"
"52","BI",10,2,"SNAP","RED",1,"Baresdhoo inside","inside"
"53","BI",10,2,"T&J","MEL",3,"Baresdhoo inside","inside"
"54","BI",10,2,"TRIG","STR",2,"Baresdhoo inside","inside"
"55","FGO",10,1,"BUT","COL",3,"Fonagaadhoo outside","outside"
"56","FGO",10,1,"BUT","KLE",3,"Fonagaadhoo outside","outside"
"57","FGO",10,1,"BUT","LUN",2,"Fonagaadhoo outside","outside"
"58","FGO",10,1,"BUT","MEL",1,"Fonagaadhoo outside","outside"
"59","FGO",10,1,"BUT","MEY",1,"Fonagaadhoo outside","outside"
"60","FGO",10,1,"BUT","PYR",30,"Fonagaadhoo outside","outside"
"61","FGO",10,1,"BUT","TFT",9,"Fonagaadhoo outside","outside"
"62","FGO",10,1,"BUT","TRI",2,"Fonagaadhoo outside","outside"
"63","FGO",10,1,"BUT","VLN",1,"Fonagaadhoo outside","outside"
"64","FGO",10,1,"EMP","MONO",24,"Fonagaadhoo outside","outside"
"65","FGO",10,1,"GRO","ALBO",1,"Fonagaadhoo outside","outside"
"66","FGO",10,1,"GRO","ARG",7,"Fonagaadhoo outside","outside"
"67","FGO",10,1,"GRO","LEO",2,"Fonagaadhoo outside","outside"
"68","FGO",10,1,"GRO","MIN",7,"Fonagaadhoo outside","outside"
"69","FGO",10,1,"GRO","ROG",1,"Fonagaadhoo outside","outside"
"70","FGO",10,1,"PAR","2 COLOUR",2,"Fonagaadhoo outside","outside"
"71","FGO",10,1,"PAR","3 COLOUR",1,"Fonagaadhoo outside","outside"
"72","FGO",10,1,"PAR","BARTAIL",2,"Fonagaadhoo outside","outside"
"73","FGO",10,1,"PAR","SORDID",10,"Fonagaadhoo outside","outside"
"74","FGO",10,1,"PAR","STEEPHEAD",14,"Fonagaadhoo outside","outside"
"75","FGO",10,1,"RAB","STR",2,"Fonagaadhoo outside","outside"
"76","FGO",10,1,"SL","ORI",6,"Fonagaadhoo outside","outside"
"77","FGO",10,1,"SNAP","BLACK",10,"Fonagaadhoo outside","outside"
"78","FGO",10,1,"SNAP","MONO",14,"Fonagaadhoo outside","outside"
"79","FGO",10,1,"SNAP","RED",10,"Fonagaadhoo outside","outside"
"80","FGO",10,1,"T&J","BIP",3,"Fonagaadhoo outside","outside"
"81","FGO",10,1,"T&J","CAE",1,"Fonagaadhoo outside","outside"
"82","FGO",10,1,"T&J","LUG",1,"Fonagaadhoo outside","outside"
"83","FGO",10,1,"T&J","MEL",2,"Fonagaadhoo outside","outside"
"84","FGO",10,1,"TRIG","IND",8,"Fonagaadhoo outside","outside"
"85","FGO",10,1,"TRIG","STR",5,"Fonagaadhoo outside","outside"
"86","FGO",10,1,"TRIG","SUFB",1,"Fonagaadhoo outside","outside"
"87","FGO",10,2,"BUT","FAL",1,"Fonagaadhoo outside","outside"
"88","FGO",10,2,"BUT","PYR",10,"Fonagaadhoo outside","outside"
"89","FGO",10,2,"BUT","TFT",4,"Fonagaadhoo outside","outside"
"90","FGO",10,2,"EMP","MONO",6,"Fonagaadhoo outside","outside"
"91","FGO",10,2,"GRO","ARG",2,"Fonagaadhoo outside","outside"
"92","FGO",10,2,"GRO","BOE",3,"Fonagaadhoo outside","outside"
"93","FGO",10,2,"GRO","MIN",3,"Fonagaadhoo outside","outside"
"94","FGO",10,2,"GRO","SEX",1,"Fonagaadhoo outside","outside"
"95","FGO",10,2,"GRO","SPIL",2,"Fonagaadhoo outside","outside"
"96","FGO",10,2,"PAR","2 COLOUR",1,"Fonagaadhoo outside","outside"
"97","FGO",10,2,"PAR","3 COLOUR",3,"Fonagaadhoo outside","outside"
"98","FGO",10,2,"PAR","BLUEBAR",1,"Fonagaadhoo outside","outside"
"99","FGO",10,2,"PAR","GFACE",3,"Fonagaadhoo outside","outside"
"100","FGO",10,2,"PAR","SORDID",7,"Fonagaadhoo outside","outside"
"101","FGO",10,2,"PAR","STEEPHEAD",3,"Fonagaadhoo outside","outside"
"102","FGO",10,2,"SNAP","MONO",162,"Fonagaadhoo outside","outside"
"103","FGO",10,2,"T&J","MEL",6,"Fonagaadhoo outside","outside"
"104","FGO",10,2,"TRIG","IND",9,"Fonagaadhoo outside","outside"
"105","FGO",10,2,"TRIG","REDT",40,"Fonagaadhoo outside","outside"
"106","FGO",10,2,"TRIG","STR",9,"Fonagaadhoo outside","outside"
"107","FGO",10,2,"TRIG","SUFB",20,"Fonagaadhoo outside","outside"
"108","FGO",15,1,"BUT","COL",9,"Fonagaadhoo outside","outside"
"109","FGO",15,1,"BUT","LN",2,"Fonagaadhoo outside","outside"
"110","FGO",15,1,"BUT","PYR",9,"Fonagaadhoo outside","outside"
"111","FGO",15,1,"BUT","TFT",2,"Fonagaadhoo outside","outside"
"112","FGO",15,1,"GRO","ARG",3,"Fonagaadhoo outside","outside"
"113","FGO",15,1,"GRO","LEO",1,"Fonagaadhoo outside","outside"
"114","FGO",15,1,"GRO","MIN",8,"Fonagaadhoo outside","outside"
"115","FGO",15,1,"PAR","DUSKY",2,"Fonagaadhoo outside","outside"
"116","FGO",15,1,"PAR","GFACE",1,"Fonagaadhoo outside","outside"
"117","FGO",15,1,"PAR","SORDID",9,"Fonagaadhoo outside","outside"
"118","FGO",15,1,"SNAP","RED",1,"Fonagaadhoo outside","outside"
"119","FGO",15,1,"TRIG","IND",10,"Fonagaadhoo outside","outside"
"120","FGO",15,1,"TRIG","REDT",14,"Fonagaadhoo outside","outside"
"121","FGO",15,1,"TRIG","STR",8,"Fonagaadhoo outside","outside"
"122","FGO",15,2,"BUT","GUT",6,"Fonagaadhoo outside","outside"
"123","FGO",15,2,"BUT","PYR",4,"Fonagaadhoo outside","outside"
"124","FGO",15,2,"GRO","ARG",2,"Fonagaadhoo outside","outside"
"125","FGO",15,2,"GRO","MIN",2,"Fonagaadhoo outside","outside"
"126","FGO",15,2,"GRO","ROG",1,"Fonagaadhoo outside","outside"
"127","FGO",15,2,"PAR","BARTAIL",1,"Fonagaadhoo outside","outside"
"128","FGO",15,2,"PAR","SORDID",1,"Fonagaadhoo outside","outside"
"129","FGO",15,2,"PAR","STEEPHEAD",1,"Fonagaadhoo outside","outside"
"130","FGO",15,2,"RAB","STR",2,"Fonagaadhoo outside","outside"
"131","FGO",15,2,"SNAP","BLACK",40,"Fonagaadhoo outside","outside"
"132","FGO",15,2,"T&J","LUG",2,"Fonagaadhoo outside","outside"
"133","FGO",15,2,"T&J","MEL",2,"Fonagaadhoo outside","outside"
"134","FGO",15,2,"TRIG","CLN",1,"Fonagaadhoo outside","outside"
"135","FGO",15,2,"TRIG","IND",13,"Fonagaadhoo outside","outside"
"136","FGO",15,2,"TRIG","REDT",32,"Fonagaadhoo outside","outside"
"137","FGO",15,2,"TRIG","STR",2,"Fonagaadhoo outside","outside"
"138","FI",5,1,"BUT","TFT",4,"Fonadhoo inside","inside"
"139","FI",5,1,"BUT","TRI",3,"Fonadhoo inside","inside"
"140","FI",5,1,"EMP","OLI",5,"Fonadhoo inside","inside"
"141","FI",5,1,"GRO","ARG",5,"Fonadhoo inside","inside"
"142","FI",5,1,"GRO","LEU",1,"Fonadhoo inside","inside"
"143","FI",5,1,"GRO","MEL",1,"Fonadhoo inside","inside"
"144","FI",5,1,"GRO","MER",1,"Fonadhoo inside","inside"
"145","FI",5,1,"PAR","2 COLOUR",1,"Fonadhoo inside","inside"
"146","FI",5,1,"PAR","DUSKY",9,"Fonadhoo inside","inside"
"147","FI",5,1,"PAR","FRENATUS",1,"Fonadhoo inside","inside"
"148","FI",5,1,"PAR","SORDID",22,"Fonadhoo inside","inside"
"149","FI",5,1,"RAB","SGR",4,"Fonadhoo inside","inside"
"150","FI",5,1,"RAB","STR",1,"Fonadhoo inside","inside"
"151","FI",5,1,"T&J","MEL",1,"Fonadhoo inside","inside"
"152","FI",5,1,"TRIG","FLAV",1,"Fonadhoo inside","inside"
"153","FI",5,1,"TRIG","STR",5,"Fonadhoo inside","inside"
"154","FI",5,1,"TRIG","TIT",1,"Fonadhoo inside","inside"
"155","FI",5,2,"BUT","AUR",1,"Fonadhoo inside","inside"
"156","FI",5,2,"BUT","TFT",4,"Fonadhoo inside","inside"
"157","FI",5,2,"BUT","TRI",4,"Fonadhoo inside","inside"
"158","FI",5,2,"BUT","XAN",2,"Fonadhoo inside","inside"
"159","FI",5,2,"EMP","AUR",10,"Fonadhoo inside","inside"
"160","FI",5,2,"GRO","ARG",5,"Fonadhoo inside","inside"
"161","FI",5,2,"GRO","FAS",1,"Fonadhoo inside","inside"
"162","FI",5,2,"GRO","LEO",1,"Fonadhoo inside","inside"
"163","FI",5,2,"GRO","ROG",1,"Fonadhoo inside","inside"
"164","FI",5,2,"PAR","BLUEBEAR",1,"Fonadhoo inside","inside"
"165","FI",5,2,"PAR","EMBER",2,"Fonadhoo inside","inside"
"166","FI",5,2,"PAR","GFACE",1,"Fonadhoo inside","inside"
"167","FI",5,2,"PAR","L-NOSE",3,"Fonadhoo inside","inside"
"168","FI",5,2,"PAR","SORDID",13,"Fonadhoo inside","inside"
"169","FI",5,2,"SNAP","MONO",1,"Fonadhoo inside","inside"
"170","FI",5,2,"T&J","BLOCH",2,"Fonadhoo inside","inside"
"171","FI",5,2,"TRIG","STR",4,"Fonadhoo inside","inside"
"172","FI",10,1,"BUT","AUR",2,"Fonadhoo inside","inside"
"173","FI",10,1,"BUT","TFT",1,"Fonadhoo inside","inside"
"174","FI",10,1,"EMP","G.MIC",3,"Fonadhoo inside","inside"
"175","FI",10,1,"GRO","ALBO",1,"Fonadhoo inside","inside"
"176","FI",10,1,"GRO","ARG",2,"Fonadhoo inside","inside"
"177","FI",10,1,"GRO","LOU",1,"Fonadhoo inside","inside"
"178","FI",10,1,"GRO","ROG",1,"Fonadhoo inside","inside"
"179","FI",10,1,"PAR","DUSKY",10,"Fonadhoo inside","inside"
"180","FI",10,1,"PAR","FRENATUS",1,"Fonadhoo inside","inside"
"181","FI",10,1,"PAR","L-NOSE",3,"Fonadhoo inside","inside"
"182","FI",10,1,"PAR","SHEEPHEAD",2,"Fonadhoo inside","inside"
"183","FI",10,1,"PAR","SORDID",26,"Fonadhoo inside","inside"
"184","FI",10,1,"RAB","LIN",12,"Fonadhoo inside","inside"
"185","FI",10,1,"RAB","SGR",12,"Fonadhoo inside","inside"
"186","FI",10,1,"RAB","STR",1,"Fonadhoo inside","inside"
"187","FI",10,1,"SNAP","IND2",6,"Fonadhoo inside","inside"
"188","FI",10,1,"SNAP","KAS",2,"Fonadhoo inside","inside"
"189","FI",10,1,"SNAP","MONO",2,"Fonadhoo inside","inside"
"190","FI",10,1,"T&J","CAE",2,"Fonadhoo inside","inside"
"191","FI",10,1,"TRIG","STR",5,"Fonadhoo inside","inside"
"192","FI",10,2,"BUT","AUR",1,"Fonadhoo inside","inside"
"193","FI",10,2,"BUT","GUT",1,"Fonadhoo inside","inside"
"194","FI",10,2,"BUT","TFT",4,"Fonadhoo inside","inside"
"195","FI",10,2,"BUT","TRI",2,"Fonadhoo inside","inside"
"196","FI",10,2,"GRO","ARG",4,"Fonadhoo inside","inside"
"197","FI",10,2,"GRO","LEU",1,"Fonadhoo inside","inside"
"198","FI",10,2,"GRO","MIN",2,"Fonadhoo inside","inside"
"199","FI",10,2,"GRO","ROG",3,"Fonadhoo inside","inside"
"200","FI",10,2,"PAR","L-NOSE",2,"Fonadhoo inside","inside"
"201","FI",10,2,"PAR","ROSY",1,"Fonadhoo inside","inside"
"202","FI",10,2,"PAR","SORDID",9,"Fonadhoo inside","inside"
"203","FI",10,2,"RAB","SGR",1,"Fonadhoo inside","inside"
"204","FI",10,2,"SNAP","FUL",1,"Fonadhoo inside","inside"
"205","FI",10,2,"SNAP","FUR",1,"Fonadhoo inside","inside"
"206","FI",10,2,"SNAP","MONO",1,"Fonadhoo inside","inside"
"207","FI",10,2,"SNAP","RED",2,"Fonadhoo inside","inside"
"208","FI",10,2,"TRIG","STR",3,"Fonadhoo inside","inside"
"209","FK",10,1,"BUT","AUR",2,"Fushi kandu","channel"
"210","FK",10,1,"BUT","COL",40,"Fushi kandu","channel"
"211","FK",10,1,"BUT","GUT",3,"Fushi kandu","channel"
"212","FK",10,1,"BUT","KLE",2,"Fushi kandu","channel"
"213","FK",10,1,"BUT","LN",1,"Fushi kandu","channel"
"214","FK",10,1,"BUT","LUN",1,"Fushi kandu","channel"
"215","FK",10,1,"BUT","MEY",2,"Fushi kandu","channel"
"216","FK",10,1,"EMP","MONO",20,"Fushi kandu","channel"
"217","FK",10,1,"GRO","ARG",2,"Fushi kandu","channel"
"218","FK",10,1,"GRO","BOE",2,"Fushi kandu","channel"
"219","FK",10,1,"GRO","ROG",1,"Fushi kandu","channel"
"220","FK",10,1,"PAR","3 COLOUR",1,"Fushi kandu","channel"
"221","FK",10,1,"PAR","DUSKY",1,"Fushi kandu","channel"
"222","FK",10,1,"PAR","SORDID",7,"Fushi kandu","channel"
"223","FK",10,1,"PAR","STEEPHEAD",2,"Fushi kandu","channel"
"224","FK",10,1,"SNAP","GIB",300,"Fushi kandu","channel"
"225","FK",10,1,"T&J","FER",1,"Fushi kandu","channel"
"226","FK",10,1,"T&J","LUG",1,"Fushi kandu","channel"
"227","FK",10,1,"T&J","MEL",8,"Fushi kandu","channel"
"228","FK",10,1,"TRIG","IND",6,"Fushi kandu","channel"
"229","FK",10,1,"TRIG","STR",5,"Fushi kandu","channel"
"230","FK",10,2,"BUT","GUT",18,"Fushi kandu","channel"
"231","FK",10,2,"BUT","KLE",8,"Fushi kandu","channel"
"232","FK",10,2,"BUT","LUN",1,"Fushi kandu","channel"
"233","FK",10,2,"BUT","MEY",2,"Fushi kandu","channel"
"234","FK",10,2,"BUT","XAN",1,"Fushi kandu","channel"
"235","FK",10,2,"GRO","ARG",3,"Fushi kandu","channel"
"236","FK",10,2,"GRO","BOE",4,"Fushi kandu","channel"
"237","FK",10,2,"GRO","FAS",4,"Fushi kandu","channel"
"238","FK",10,2,"GRO","ROG",1,"Fushi kandu","channel"
"239","FK",10,2,"PAR","3 COLOUR",4,"Fushi kandu","channel"
"240","FK",10,2,"PAR","DUSKY",1,"Fushi kandu","channel"
"241","FK",10,2,"PAR","SORDID",7,"Fushi kandu","channel"
"242","FK",10,2,"RAB","STR",2,"Fushi kandu","channel"
"243","FK",10,2,"SL","ORI",22,"Fushi kandu","channel"
"244","FK",10,2,"T&J","LUG",9,"Fushi kandu","channel"
"245","FK",10,2,"T&J","MEL",6,"Fushi kandu","channel"
"246","FK",10,2,"TRIG","CLN",1,"Fushi kandu","channel"
"247","FK",10,2,"TRIG","IND",8,"Fushi kandu","channel"
"248","FK",10,2,"TRIG","STR",8,"Fushi kandu","channel"
"249","FK",10,2,"TRIG","SUFB",1,"Fushi kandu","channel"
"250","FK",10,2,"TRIG","SUFF",1,"Fushi kandu","channel"
"251","FK",10,2,"TRIG","TIT",1,"Fushi kandu","channel"
"252","FK",15,1,"BUT","GUT",4,"Fushi kandu","channel"
"253","FK",15,1,"BUT","LN",2,"Fushi kandu","channel"
"254","FK",15,1,"BUT","MEL",1,"Fushi kandu","channel"
"255","FK",15,1,"BUT","MEY",5,"Fushi kandu","channel"
"256","FK",15,1,"BUT","PYR",6,"Fushi kandu","channel"
"257","FK",15,1,"BUT","TFT",4,"Fushi kandu","channel"
"258","FK",15,1,"BUT","XAN",3,"Fushi kandu","channel"
"259","FK",15,1,"GRO","ARG",6,"Fushi kandu","channel"
"260","FK",15,1,"GRO","BOE",7,"Fushi kandu","channel"
"261","FK",15,1,"GRO","ROG",2,"Fushi kandu","channel"
"262","FK",15,1,"GRO","SEX",1,"Fushi kandu","channel"
"263","FK",15,1,"PAR","2 COLOUR",1,"Fushi kandu","channel"
"264","FK",15,1,"PAR","3 COLOUR",1,"Fushi kandu","channel"
"265","FK",15,1,"PAR","SORDID",4,"Fushi kandu","channel"
"266","FK",15,1,"SL","ORI",3,"Fushi kandu","channel"
"267","FK",15,1,"SNAP","FUR",2,"Fushi kandu","channel"
"268","FK",15,1,"T&J","DOGTOOTH",3,"Fushi kandu","channel"
"269","FK",15,1,"T&J","LUG",6,"Fushi kandu","channel"
"270","FK",15,1,"TRIG","IND",4,"Fushi kandu","channel"
"271","FK",15,1,"TRIG","STR",10,"Fushi kandu","channel"
"272","FK",15,1,"TRIG","SUFB",3,"Fushi kandu","channel"
"273","FK",15,2,"BUT","AUR",1,"Fushi kandu","channel"
"274","FK",15,2,"BUT","COL",50,"Fushi kandu","channel"
"275","FK",15,2,"BUT","GUT",3,"Fushi kandu","channel"
"276","FK",15,2,"BUT","KLE",1,"Fushi kandu","channel"
"277","FK",15,2,"BUT","LN",3,"Fushi kandu","channel"
"278","FK",15,2,"BUT","LUN",2,"Fushi kandu","channel"
"279","FK",15,2,"BUT","MEY",2,"Fushi kandu","channel"
"280","FK",15,2,"BUT","PYR",20,"Fushi kandu","channel"
"281","FK",15,2,"BUT","VLN",1,"Fushi kandu","channel"
"282","FK",15,2,"EMP","MONO",15,"Fushi kandu","channel"
"283","FK",15,2,"GRO","ALBO",2,"Fushi kandu","channel"
"284","FK",15,2,"GRO","ARG",8,"Fushi kandu","channel"
"285","FK",15,2,"GRO","BOE",3,"Fushi kandu","channel"
"286","FK",15,2,"GRO","ROG",3,"Fushi kandu","channel"
"287","FK",15,2,"GRO","SEX",1,"Fushi kandu","channel"
"288","FK",15,2,"GRO","SPIL",3,"Fushi kandu","channel"
"289","FK",15,2,"PAR","3 COLOUR",3,"Fushi kandu","channel"
"290","FK",15,2,"PAR","DUSKY",2,"Fushi kandu","channel"
"291","FK",15,2,"PAR","SORDID",11,"Fushi kandu","channel"
"292","FK",15,2,"SL","ORI",4,"Fushi kandu","channel"
"293","FK",15,2,"SNAP","FUR",1,"Fushi kandu","channel"
"294","FK",15,2,"SNAP","GIB",1,"Fushi kandu","channel"
"295","FK",15,2,"T&J","DOGTOOTH",1,"Fushi kandu","channel"
"296","FK",15,2,"T&J","LUG",2,"Fushi kandu","channel"
"297","FK",15,2,"T&J","MEL",8,"Fushi kandu","channel"
"298","FK",15,2,"TRIG","IND",7,"Fushi kandu","channel"
"299","FK",15,2,"TRIG","STR",10,"Fushi kandu","channel"
"300","FK",15,2,"TRIG","SUFB",1,"Fushi kandu","channel"
"301","FO",10,1,"BUT","CHEV",2,"Fonadhoo outside","outside"
"302","FO",10,1,"BUT","LUN",1,"Fonadhoo outside","outside"
"303","FO",10,1,"EMP","MONO",11,"Fonadhoo outside","outside"
"304","FO",10,1,"GRO","ARG",7,"Fonadhoo outside","outside"
"305","FO",10,1,"GRO","LOU",1,"Fonadhoo outside","outside"
"306","FO",10,1,"PAR","2COLOR",6,"Fonadhoo outside","outside"
"307","FO",10,1,"PAR","BLUEBAR",1,"Fonadhoo outside","outside"
"308","FO",10,1,"PAR","SORDID",5,"Fonadhoo outside","outside"
"309","FO",10,1,"SNAP","FUL",4,"Fonadhoo outside","outside"
"310","FO",10,1,"SNAP","GIB",17,"Fonadhoo outside","outside"
"311","FO",10,1,"SNAP","IND2",5,"Fonadhoo outside","outside"
"312","FO",10,1,"SNAP","MONO",1,"Fonadhoo outside","outside"
"313","FO",10,1,"TRIG","STR",4,"Fonadhoo outside","outside"
"314","FO",10,1,"TRIG","SUFB",1,"Fonadhoo outside","outside"
"315","FO",10,1,"TRIG","TIT",1,"Fonadhoo outside","outside"
"316","FO",10,2,"BUT","AUR",1,"Fonadhoo outside","outside"
"317","FO",10,2,"BUT","CHEV",1,"Fonadhoo outside","outside"
"318","FO",10,2,"BUT","COL",2,"Fonadhoo outside","outside"
"319","FO",10,2,"BUT","LN",1,"Fonadhoo outside","outside"
"320","FO",10,2,"BUT","LUN",1,"Fonadhoo outside","outside"
"321","FO",10,2,"BUT","MEY",3,"Fonadhoo outside","outside"
"322","FO",10,2,"BUT","TFT",1,"Fonadhoo outside","outside"
"323","FO",10,2,"EMP","AUR",2,"Fonadhoo outside","outside"
"324","FO",10,2,"EMP","MONO",2,"Fonadhoo outside","outside"
"325","FO",10,2,"GRO","ARG",5,"Fonadhoo outside","outside"
"326","FO",10,2,"PAR","2COLOR",1,"Fonadhoo outside","outside"
"327","FO",10,2,"PAR","3COLOR",2,"Fonadhoo outside","outside"
"328","FO",10,2,"PAR","BLUEBAR",2,"Fonadhoo outside","outside"
"329","FO",10,2,"PAR","DUSKY",1,"Fonadhoo outside","outside"
"330","FO",10,2,"PAR","SORDID",88,"Fonadhoo outside","outside"
"331","FO",10,2,"RAB","STR",2,"Fonadhoo outside","outside"
"332","FO",10,2,"SNAP","GIB",1,"Fonadhoo outside","outside"
"333","FO",10,2,"SNAP","KAS",140,"Fonadhoo outside","outside"
"334","FO",10,2,"SNAP","MINO",1,"Fonadhoo outside","outside"
"335","FO",10,2,"T&J","MEL",1,"Fonadhoo outside","outside"
"336","FO",10,2,"TRIG","IND",1,"Fonadhoo outside","outside"
"337","FO",10,2,"TRIG","NIG",2,"Fonadhoo outside","outside"
"338","FO",10,2,"TRIG","STR",2,"Fonadhoo outside","outside"
"339","FO",10,2,"TRIG","SUFB",2,"Fonadhoo outside","outside"
"340","FO",15,1,"BUT","AUR",2,"Fonadhoo outside","outside"
"341","FO",15,1,"BUT","FAL",1,"Fonadhoo outside","outside"
"342","FO",15,1,"BUT","GUT",1,"Fonadhoo outside","outside"
"343","FO",15,1,"BUT","LN",1,"Fonadhoo outside","outside"
"344","FO",15,1,"BUT","MEL",2,"Fonadhoo outside","outside"
"345","FO",15,1,"BUT","PHA",1,"Fonadhoo outside","outside"
"346","FO",15,1,"BUT","TFT",2,"Fonadhoo outside","outside"
"347","FO",15,1,"BUT","TRI",1,"Fonadhoo outside","outside"
"348","FO",15,1,"EMP","MONO",3,"Fonadhoo outside","outside"
"349","FO",15,1,"GRO","ARG",2,"Fonadhoo outside","outside"
"350","FO",15,1,"GRO","ROG",2,"Fonadhoo outside","outside"
"351","FO",15,1,"PAR","FRENATUS",1,"Fonadhoo outside","outside"
"352","FO",15,1,"PAR","L-NOSE",30,"Fonadhoo outside","outside"
"353","FO",15,1,"PAR","SHEEPHEAD",4,"Fonadhoo outside","outside"
"354","FO",15,1,"PAR","SORDID",2,"Fonadhoo outside","outside"
"355","FO",15,1,"SNAP","GIB",20,"Fonadhoo outside","outside"
"356","FO",15,1,"SNAP","IND",2,"Fonadhoo outside","outside"
"357","FO",15,1,"SNAP","KAS",1,"Fonadhoo outside","outside"
"358","FO",15,1,"SNAP","MONO",24,"Fonadhoo outside","outside"
"359","FO",15,1,"SNAP","RED",2,"Fonadhoo outside","outside"
"360","FO",15,1,"TRIG","IND",3,"Fonadhoo outside","outside"
"361","FO",15,1,"TRIG","STR",3,"Fonadhoo outside","outside"
"362","FO",15,1,"TRIG","SUFB",1,"Fonadhoo outside","outside"
"363","FO",15,2,"BUT","CHEV",1,"Fonadhoo outside","outside"
"364","FO",15,2,"BUT","GUT",1,"Fonadhoo outside","outside"
"365","FO",15,2,"BUT","LUN",2,"Fonadhoo outside","outside"
"366","FO",15,2,"BUT","TFT",1,"Fonadhoo outside","outside"
"367","FO",15,2,"GRO","ARG",5,"Fonadhoo outside","outside"
"368","FO",15,2,"PAR","3COLOR",2,"Fonadhoo outside","outside"
"369","FO",15,2,"PAR","BARTAIL",1,"Fonadhoo outside","outside"
"370","FO",15,2,"PAR","SORDID",5,"Fonadhoo outside","outside"
"371","FO",15,2,"SNAP","FUL",1,"Fonadhoo outside","outside"
"372","FO",15,2,"SNAP","IND2",3,"Fonadhoo outside","outside"
"373","FO",15,2,"SNAP","KAS",85,"Fonadhoo outside","outside"
"374","FO",15,2,"SNAP","RED",3,"Fonadhoo outside","outside"
"375","FO",15,2,"T&J","MEL",3,"Fonadhoo outside","outside"
"376","FO",15,2,"TRIG","IND",3,"Fonadhoo outside","outside"
"377","FO",15,2,"TRIG","STR",10,"Fonadhoo outside","outside"
"378","GC",10,1,"BUT","KLE",2,"Gaadhoo corner","channel"
"379","GC",10,1,"BUT","TFT",4,"Gaadhoo corner","channel"
